brand_id,aspect_name,keyword,sentiment_type,lexicon_type,classification_type
1,deals-offers,Best deal,positive,AS,sentiment
1,deals-offers,fair deal,positive,AS,sentiment
1,deals-offers,steal,positive,AS,sentiment
1,death,died,negative,AS,sentiment
1,death,death,negative,AS,sentiment
1,death,die,negative,AS,sentiment
1,death,dies,negative,AS,sentiment
1,delivery-charges,take 45rs delivery,negative,AS,sentiment
1,delivery-charges,delivery charges negative,negative,AS,sentiment
1,delivery-charges,delivery charges extra,negative,AS,sentiment
1,delivery-charges,more shipping charges,negative,AS,sentiment
1,delivery-charges,much shipping charge,negative,AS,sentiment
1,delivery-charges,free delivery,positive,AS,sentiment
1,delivery,timely,positive,AS,sentiment
1,delivery,delivery ontime,positive,AS,sentiment
1,delivery,fast delivery,positive,AS,sentiment
1,delivery,faster delivery,positive,AS,sentiment
1,delivery,fastest delivery,positive,AS,sentiment
1,delivery,fst dlvery,positive,AS,sentiment
1,delivery,prompt delivery,positive,AS,sentiment
1,delivery,quick delivery,positive,AS,sentiment
1,delivery,speedy delivery,positive,AS,sentiment
1,dental-health,prevent tartar buildup,positive,AS,sentiment
1,dental-health,tartar-free,positive,AS,sentiment
1,display-image,image differs,negative,AS,sentiment
1,display-image,matched demo image,positive,AS,sentiment
1,ease-of-intake,throw-up,negative,AS,sentiment
1,ease-of-intake,vomitting,negative,AS,sentiment
1,ease-of-intake,digestable,positive,AS,sentiment
1,ease-of-intake,digestible,positive,AS,sentiment
1,ease-of-intake,digestive,positive,AS,sentiment
1,effect-on-stomach,bloated,negative,AS,sentiment
1,effect-on-stomach,puking,negative,AS,sentiment
1,effect-on-stomach,loose motion,negative,AS,sentiment
1,effect-on-stomach,loose-motion,negative,AS,sentiment
1,effect-on-stomach,loose motions,negative,AS,sentiment
1,effect-on-stomach,constipated,negative,AS,sentiment
1,effect-on-stomach,constipation,negative,AS,sentiment
1,effect-on-stomach,diarrhoea,negative,AS,sentiment
1,effect-on-stomach,dirahhea,negative,AS,sentiment
1,effect-on-stomach,bloated,negative,AS,sentiment
1,etailers,cheaters,negative,AS,sentiment
1,etailers,cheaters flipkart,negative,AS,sentiment
1,etailers,cheap flip kart,negative,AS,sentiment
1,etailers,cheaters,negative,AS,sentiment
1,etailers,cheaters flipkart,negative,AS,sentiment
1,etailers,appreciating flipkart,positive,AS,sentiment
1,food-eatability,chewy,positive,AS,sentiment
1,food-eatability,chew-able,positive,AS,sentiment
1,food-eatability,chewable,positive,AS,sentiment
1,food-eatability,crunchy,positive,AS,sentiment
1,food-eatability,crumbly,positive,AS,sentiment
1,food-ingredients,filler,negative,AS,sentiment
1,food-ingredients,fillers,negative,AS,sentiment
1,food-quality,stale,negative,AS,sentiment
1,food-quality,stink,negative,AS,sentiment
1,food-quality,stinking,negative,AS,sentiment
1,food-quality,unregulated,negative,AS,sentiment
1,food-quality,garbage,negative,AS,sentiment
1,food-quality,rotten,negative,AS,sentiment
1,food-quality,artificial,negative,AS,sentiment
1,food-quality,quality issues,negative,AS,sentiment
1,food-quality,garbage,negative,AS,sentiment
1,food-quality,rotten,negative,AS,sentiment
1,food-quality,artificial,negative,AS,sentiment
1,food-quality,poison,negative,AS,sentiment
1,food-quality,poisoning,negative,AS,sentiment
1,food-quality,organic,positive,AS,sentiment
1,food-quality,all-organic,positive,AS,sentiment
1,food-quality,fresh food,positive,AS,sentiment
1,food-quality,unadulterated,positive,AS,sentiment
1,health-allergy,allergic,negative,AS,sentiment
1,health-allergy,allergy,negative,AS,sentiment
1,health-ill,sick,negative,AS,sentiment
1,health-ill,seriously ill,negative,AS,sentiment
1,health-ill,ill,negative,AS,sentiment
1,health-ill,admitted to hospital,negative,AS,sentiment
1,health-toxic,choking,negative,AS,sentiment
1,health-toxic,dangerous,negative,AS,sentiment
1,health-toxic,toxic,negative,AS,sentiment
1,health-toxic,harmful,negative,AS,sentiment
1,health-toxic,chocking,negative,AS,sentiment
1,health-toxic,carcinogenic,negative,AS,sentiment
1,health-toxic,chock,negative,AS,sentiment
1,health-toxic,poison,negative,AS,sentiment
1,health-toxic,hazard,negative,AS,sentiment
1,health-toxic,tumerous,negative,AS,sentiment
1,health-toxic,toxins/harmful,negative,AS,sentiment
1,health-toxic,vomited,negative,AS,sentiment
1,health-toxic,nauseous,negative,AS,sentiment
1,health-toxic,hazardous,negative,AS,sentiment
1,health-vomit,vomiting,negative,AS,sentiment
1,health-vomit,vomited,negative,AS,sentiment
1,health-vomit,vomit,negative,AS,sentiment
1,health-vomit,vomitting,negative,AS,sentiment
1,health,unhealthy,negative,AS,sentiment
1,health,gnawing,negative,AS,sentiment
1,health,non-healthy,negative,AS,sentiment
1,health,nourish,positive,AS,sentiment
1,health,nourishing,positive,AS,sentiment
1,health,healthy,positive,AS,sentiment
1,health,curing,positive,AS,sentiment
1,infested-food,insect,negative,AS,sentiment
1,infested-food,worms,negative,AS,sentiment
1,infested-food,worm,negative,AS,sentiment
1,infested-food,fungus,negative,AS,sentiment
1,infested-food,fungus,negative,AS,sentiment
1,infested-food,infested,negative,AS,sentiment
1,infested-food,insects,negative,AS,sentiment
1,infested-food,worm,negative,AS,sentiment
1,infested-food,worms,negative,AS,sentiment
1,infested-food,bug,negative,AS,sentiment
1,infested-food,bugs,negative,AS,sentiment
1,likability,did not like,negative,AS,sentiment
1,likability,didn’t liked,negative,AS,sentiment
1,likability,didnt liked,negative,AS,sentiment
1,likability,didnt like,negative,AS,sentiment
1,likability,does not like,negative,AS,sentiment
1,likability,stop eating,negative,AS,sentiment
1,likability,stopped eating,negative,AS,sentiment
1,likability,didnt eat,negative,AS,sentiment
1,likability,did not eat,negative,AS,sentiment
1,likability,not eating,negative,AS,sentiment
1,likability,not eat,negative,AS,sentiment
1,likability,pawing,positive,AS,sentiment
1,likability,drooling,positive,AS,sentiment
1,likability,irresistible,positive,AS,sentiment
1,likability,addicting,positive,AS,sentiment
1,likability,enticing,positive,AS,sentiment
1,likability,lugging,positive,AS,sentiment
1,likability,smacking,positive,AS,sentiment
1,likability,wagging,positive,AS,sentiment
1,likability,begging,positive,AS,sentiment
1,likability,smiling,positive,AS,sentiment
1,likability,appetizing,positive,AS,sentiment
1,likability,devouring,positive,AS,sentiment
1,nutritional-information,nutritious,positive,AS,sentiment
1,nutritional-information,nutritional,positive,AS,sentiment
1,oral-health,breath fresh,positive,AS,sentiment
1,packaging,torn,negative,AS,sentiment
1,packaging,open/torn,negative,AS,sentiment
1,packaging,torned,negative,AS,sentiment
1,packaging,unsealed,negative,AS,sentiment
1,packaging,leaking,negative,AS,sentiment
1,packaging,tear,negative,AS,sentiment
1,packaging,scratches,negative,AS,sentiment
1,packaging,packet is opened,negative,AS,sentiment
1,packaging,packet is open,negative,AS,sentiment
1,packaging,broken conditions,negative,AS,sentiment
1,packaging,came broken,negative,AS,sentiment
1,packaging,broken,negative,AS,sentiment
1,packaging,open,negative,AS,sentiment
1,packaging,opened,negative,AS,sentiment
1,packaging,tampered pack,negative,AS,sentiment
1,packaging,big hole,negative,AS,sentiment
1,packaging,tampered,negative,AS,sentiment
1,packaging,re-zippable,positive,AS,sentiment
1,packaging,secure packaging,positive,AS,sentiment
1,packaging,packaging sufficient,positive,AS,sentiment
1,packaging,sturding packaging,positive,AS,sentiment
1,packaging,travel friendly packaging,positive,AS,sentiment
1,price,high-priced,negative,AS,sentiment
1,price,overpriced,negative,AS,sentiment
1,price,costly,negative,AS,sentiment
1,price,over-priced,negative,AS,sentiment
1,price,price - negative,negative,AS,sentiment
1,price,expensive,negative,AS,sentiment
1,price,badly priced,negative,AS,sentiment
1,price,bit expensive,negative,AS,sentiment
1,price,bit pricey,negative,AS,sentiment
1,price,can be a bit pricey,negative,AS,sentiment
1,price,damn costly,negative,AS,sentiment
1,price,high price,negative,AS,sentiment
1,price,high prices,negative,AS,sentiment
1,price,inflated price,negative,AS,sentiment
1,price,insanely expensive,negative,AS,sentiment
1,price,over priced,negative,AS,sentiment
1,price,overpriced,negative,AS,sentiment
1,price,pricey,negative,AS,sentiment
1,price,too expensive,negative,AS,sentiment
1,price,too pricey,negative,AS,sentiment
1,price,slightly cheaper,negative,AS,sentiment
1,price,cost-competitive,positive,AS,sentiment
1,price,cheapest,positive,AS,sentiment
1,price,inexpensive,positive,AS,sentiment
1,price,cheap rate,positive,AS,sentiment
1,price,low price,positive,AS,sentiment
1,price,low cost,positive,AS,sentiment
1,price,cost effective,positive,AS,sentiment
1,price,cheap price,positive,AS,sentiment
1,price,affordable cost,positive,AS,sentiment
1,price,affordable price,positive,AS,sentiment
1,price,affordable prices,positive,AS,sentiment
1,price,affordable rates,positive,AS,sentiment
1,price,reasonable cost,positive,AS,sentiment
1,price,reasonable price,positive,AS,sentiment
1,price,reasonable priced,positive,AS,sentiment
1,price,reasonable prices,positive,AS,sentiment
1,price,reasonable rate,positive,AS,sentiment
1,price,reasonable rates,positive,AS,sentiment
1,price,moderate budget,positive,AS,sentiment
1,price,moderate price,positive,AS,sentiment
1,price,moderately priced,positive,AS,sentiment
1,price,reduced price,positive,AS,sentiment
1,price,reduced rate,positive,AS,sentiment
1,price,relatively cheap,positive,AS,sentiment
1,price,relatively cheaper,positive,AS,sentiment
1,price,relatively reasonably priced,positive,AS,sentiment
1,price,reasonable,positive,AS,sentiment
1,price,affordable,positive,AS,sentiment
1,price,such a low price,positive,AS,sentiment
1,price,penny,positive,AS,sentiment
1,price,much cheaper rate,positive,AS,sentiment
1,price,cheaper rate,positive,AS,sentiment
1,price,at cheaper rates,positive,AS,sentiment
1,price,price worth,positive,AS,sentiment
1,price,cheaper rates,positive,AS,sentiment
1,price,lowest price,positive,AS,sentiment
1,price,cheap pricing,positive,AS,sentiment
1,price,significantly cheaper,positive,AS,sentiment
1,price,priced accordingly,positive,AS,sentiment
1,price,priced reasonably,positive,AS,sentiment
1,price,save lil money,positive,AS,sentiment
1,price,less expensive,positive,AS,sentiment
1,product-condition-damaged,damaged,negative,AS,sentiment
1,product-condition-damaged,damage,negative,AS,sentiment
1,product-condition,expiration,negative,AS,sentiment
1,product-condition,expire,negative,AS,sentiment
1,product-condition,expired,negative,AS,sentiment
1,product-condition,expired,negative,AS,sentiment
1,product-duplicate,duplicate,negative,AS,sentiment
1,product-duplicate,fake product,negative,AS,sentiment
1,product-duplicate,fake,negative,AS,sentiment
1,product-duplicate,genuine,positive,AS,sentiment
1,product-durability,pack lasts,positive,AS,sentiment
1,product-durability,product lasts long,positive,AS,sentiment
1,product-durability,product lasts,positive,AS,sentiment
1,product-durability,durable,positive,AS,sentiment
1,product-overall,trash can,negative,AS,sentiment
1,product-overall,non-value,negative,AS,sentiment
1,product-overall,discontinuing,negative,AS,sentiment
1,product-overall,duplicate,negative,AS,sentiment
1,product-overall,reordering,negative,AS,sentiment
1,product-overall,one star,negative,AS,sentiment
1,product-overall,two star,negative,AS,sentiment
1,product-overall,2 star,negative,AS,sentiment
1,product-overall,1 star,negative,AS,sentiment
1,product-overall,one stars,negative,AS,sentiment
1,product-overall,two stars,negative,AS,sentiment
1,product-overall,worthy,positive,AS,sentiment
1,product-overall,certified,positive,AS,sentiment
1,product-overall,authentic,positive,AS,sentiment
1,product-overall,reordering,positive,AS,sentiment
1,product-overall,recommended,positive,AS,sentiment
1,product-overall,recommend,positive,AS,sentiment
1,product-overall,five stars,positive,AS,sentiment
1,product-overall,five star,positive,AS,sentiment
1,product-overall,4 stars,positive,AS,sentiment
1,product-overall,5 star,positive,AS,sentiment
1,product-overall,5 stars,positive,AS,sentiment
1,product-overall,four stars,positive,AS,sentiment
1,product-overall,four star,positive,AS,sentiment
1,product-overall,4 star,positive,AS,sentiment
1,product-overall,3 stars,positive,AS,sentiment
1,product-overall,3 star,positive,AS,sentiment
1,product-overall,three stars,positive,AS,sentiment
1,product-overall,three star,positive,AS,sentiment
1,replacement,replacement plzzz,negative,AS,sentiment
1,replacement,replacement please,negative,AS,sentiment
1,replacement,replacement plz,negative,AS,sentiment
1,replacement,no replacement,negative,AS,sentiment
1,seller,seller cheated,negative,AS,sentiment
1,service,improve your services,negative,AS,sentiment
1,service,Buy Poor service,negative,AS,sentiment
1,service,cancellation replacement,negative,AS,sentiment
1,service,customers are fool,negative,AS,sentiment
1,service,received,positive,AS,sentiment
1,service,receive,positive,AS,sentiment
1,service,receivd,positive,AS,sentiment
1,service,recived,positive,AS,sentiment
1,smell,smelly,negative,AS,sentiment
1,smell,odors,negative,AS,sentiment
1,smell,smells bad,negative,AS,sentiment
1,smell,aroma,positive,AS,sentiment
1,smell,fragrant,positive,AS,sentiment
1,smell,odorless,positive,AS,sentiment
1,taste,tasteless,negative,AS,sentiment
1,taste,savory,positive,AS,sentiment
1,taste,mouth-watering,positive,AS,sentiment
1,taste,savoring,positive,AS,sentiment
1,taste,palatable,positive,AS,sentiment
1,taste,yummy,positive,AS,sentiment
1,taste,delicious,positive,AS,sentiment
1,taste,scrumptious,positive,AS,sentiment
1,taste,tasteful,positive,AS,sentiment
1,taste,salivating,positive,AS,sentiment
1,texture-style,discolored,negative,AS,sentiment
1,texture-style,no color,negative,AS,sentiment
1,texture-style,foamy,positive,AS,sentiment
1,vfm,not worth,negative,AS,sentiment
1,vfm,resealable,positive,AS,sentiment
1,vfm,economical,positive,AS,sentiment
1,vfm,discounted,positive,AS,sentiment
1,vfm,affordably,positive,AS,sentiment
1,vfm,afforable,positive,AS,sentiment
1,vfm,economical,positive,AS,sentiment
1,vfm,worth buying,positive,AS,sentiment
1,vfm,good value,positive,AS,sentiment
1,vfm,good value for money,positive,AS,sentiment
1,vfm,good value proposition,positive,AS,sentiment
1,vfm,really good value for money,positive,AS,sentiment
1,vfm,represents good value for money,positive,AS,sentiment
1,vfm,represents good value,positive,AS,sentiment
1,vfm,cheaper prices,positive,AS,sentiment
1,vfm,negotiated rate,positive,AS,sentiment
1,vfm,real value for money,positive,AS,sentiment
1,vfm,reasonably priced,positive,AS,sentiment
1,vfm,total value for money,positive,AS,sentiment
1,vfm,true value for money,positive,AS,sentiment
1,vfm,value for what you get,positive,AS,sentiment
1,vfm,value for your money,positive,AS,sentiment
1,vfm,value for money,positive,AS,sentiment
1,vfm,cheapest,positive,AS,sentiment
1,vfm,pocket frndly,positive,AS,sentiment
1,vfm,pocket friendly,positive,AS,sentiment
1,vfm,budget friendly,positive,AS,sentiment
1,vfm,worth every penny,positive,AS,sentiment
1,vfm,worth,positive,AS,sentiment
1,vfm,worthy,positive,AS,sentiment
