id,review_text,reviewer_id,reviewer_name,source_name,source_review_id,star_rating
106573.0,Amazon gives a wonderful gift,amzn1.account.AFRZMQ64KJ26LSGJGWE75CC37JSQ,romi banerjee sen choudhury,Amazon India,R3MAF0ITYAR66Z,5.0 out of 5 stars
106574.0,Received the package in a good condition for Rs 725. 7+1kg free included inside.Cats loved it. Very economical as compared to Rs 1500+ outside.,amzn1.account.AF74II4JS5VAKITNZ5UMO4OXFLRQ,Farzine,Amazon India,R3TQ4PA749ONLL,5.0 out of 5 stars
106575.0,"It is a good product & my cats are happy to eat it but every time you are changing your rates Last time I have purchase Rs,825/- for 7 kg packI like to purchase with same rate send 7 kg pack with same rate, please confirm the order  thanks, Mr, Ranjitkumar Chakravarty",amzn1.account.AHKJE6DELC26KMX6Z54PVFAZF6JQ,Ranjitkumar Chakravarty,Amazon India,R1HGA95NK8ZGYL,5.0 out of 5 stars
106576.0,my tabby loved it,amzn1.account.AEBYWRHB3RPHZ6PM4RMK73IHKVOQ,bits,Amazon India,R3KUZY7G3KFOHB,5.0 out of 5 stars
106577.0,My cat loves this. It is hard to find 7kg packets in retail stores.,amzn1.account.AGQYVXT2KVRJVUWGRG2TW5WSEVWA,Malini Sundar Rajan,Amazon India,R3JT7TUREIUPGO,5.0 out of 5 stars
106578.0,cats love it,amzn1.account.AHBMI2NVBQCM5LPCRMNU4B4CRHGQ,Sheetal,Amazon India,R23YG4ZONLS1D4,5.0 out of 5 stars
106579.0,good product,amzn1.account.AHDBBNDJXAFXOPF54YYHU2GP3C6A,Vanshi.kaushik,Amazon India,R2KDKP43B72N5E,5.0 out of 5 stars
106580.0,product good,amzn1.account.AHYAPKPRWJWYMOEC2MGLMN3LE3BA,Nizamuddin m.a,Amazon India,R1KBKQP6G0VC37,4.0 out of 5 stars
106581.0,amazing offer...,amzn1.account.AE5TBUPKIT7HDY4JVFRVQ6MTGEOQ,Amazon Customer,Amazon India,RGAPM483BS5YM,5.0 out of 5 stars
106582.0,Good,amzn1.account.AFV7USGCJKMLQQDDMTP24R53S7XQ,Amazon Customer,Amazon India,R1XD3FY397RE5B,5.0 out of 5 stars
106583.0,"Cats love it, just buy it",amzn1.account.AEOOIJ3KSVPASAOWLURBZHE22U5A,Sunil Paswan,Amazon India,R2646B6K1SU14S,5.0 out of 5 stars
106584.0,Delivery made on time without causing any inconvenience and the products quality is not bad either.,amzn1.account.AG6XK3PYEETJTMV4PFMKENPCYVJA,Amazon Customer,Amazon India,R2CVPMK34IMYLJ,5.0 out of 5 stars
106585.0,Best deal in discounted rate,amzn1.account.AFCSALQEIEYABTDE24ZKACS42VHA,LUCKY,Amazon India,R1EPU97DUIS6EF,5.0 out of 5 stars
106586.0,Good for the poor cats,amzn1.account.AGGEYMM22PZNY3ZGCKVO7S3ACTAA,Amazon Customer,Amazon India,R3N01RET0YSJSO,4.0 out of 5 stars
106587.0,My cat love this,amzn1.account.AE5V4VQD4UQLEJML66SWKBGN67KA,Shivani Karun,Amazon India,R2EZI95LH5E3RF,5.0 out of 5 stars
106588.0,Liked the product and service.,amzn1.account.AGRRFWRNVHNXTQP2FQ6P7UDO7ADQ,Amazon Customer,Amazon India,R10FA82M0VBVNQ,4.0 out of 5 stars
106589.0,My cat loves it totally..,amzn1.account.AEZDKVNDWGZY4I2NBTMSBQA6QJRQ,Sony Mathews Lukose,Amazon India,RAP39RK7J3QG5,5.0 out of 5 stars
106590.0,I am sure my Cats love the taste . A very great product with a fishy smell,amzn1.account.AHWS46E3MK5K5ZN5OBLD7IIXEY6Q,milind vora,Amazon India,R1GA2F8Y6T245P,5.0 out of 5 stars
106591.0,Product and service is very good. I am satisfied. My cat is love this.....,amzn1.account.AGOVWN7WXHYQ3XH65BUXMREL33BQ,jazim,Amazon India,R2KBDHD8A1WVM5,5.0 out of 5 stars
106592.0,the packet of whiskas was recieved in damaged condition. it was torn from middle.,amzn1.account.AELCDOVHGOXCYOPF5KFGEMG4G6RA,darshana mantri,Amazon India,R1H9MPGH476NQC,1.0 out of 5 stars
106593.0,"I got this product in just Rs. 725, on addition I got 7+1 kg. Delivery like usual, on time.",amzn1.account.AFJGQXSDD3WDSLCAJKHVPMF7KKPA,Ashish upadhyay,Amazon India,R1GDFT6GV08593,5.0 out of 5 stars
106594.0,My cat loves this and eats it readily.,amzn1.account.AG6MBIMM2TI4BPZWALPHFBEDMU3A,Sanchita Dasgupta,Amazon India,R32PR2752YD5NZ,4.0 out of 5 stars
106595.0,My cat loves it.,amzn1.account.AELYB2HR575T6KQZ5XU6H4WRH2NQ,Nirbhay Batra,Amazon India,R3W2SROZ8WGDPO,5.0 out of 5 stars
106596.0,good,amzn1.account.AFLPISIYQCUV2UZQPHRZI7ZZBQCA,Ashok Surya,Amazon India,R2GECKXIXFXZLY,4.0 out of 5 stars
106597.0,I didn't get 1 kg free pack as per order of 7kg whiskas.  It is fake advertisment.,amzn1.account.AH35FDQQAQ3UPYGRFJMGML6VU5QA,Arjun,Amazon India,R12EG6R8TN0TUF,1.0 out of 5 stars
106598.0,My Cat Loves This Food,amzn1.account.AEFDHF3UQRMVQO6XGTP7JAWBVPVQ,Amazon Customer,Amazon India,R1KWN4OWWXMU7F,5.0 out of 5 stars
106599.0,Received damaged package,amzn1.account.AF645OZ76DJUMRMILWU5D7XQGS3Q,Nick Aloria,Amazon India,R2W3LPQQMTU7C0,1.0 out of 5 stars
106600.0,"I got this at the best deal for 725 only!!! Didn't get the 1 kg pack though, but it's the cheapest food I have got. Thanks cloudtail!",amzn1.account.AHYOGBT4FT2PXTNTCQG2KO2NEH2A,Vee,Amazon India,R3TOYDZTNWT3ZV,5.0 out of 5 stars
106601.0,A Quality product,amzn1.account.AGVYPC7Z4NBI74K7C34KAXFAONOQ,Aadhi,Amazon India,R3BTQZZ2CE93UL,5.0 out of 5 stars
106602.0,My cats are addicted to this.,amzn1.account.AHU6LKWH373BIW75ZUZBEGMJUYYQ,Adithya Chandrasekaran,Amazon India,R11BAHJMCMUTZB,5.0 out of 5 stars
106603.0,My cat is loving it so muchhhhhh,amzn1.account.AF5OFW5ZKZTGYVW3IYHEAJE4ZHXQ,RAJESH,Amazon India,R11SK6NFOUQ2C8,5.0 out of 5 stars
106604.0,"best offer !! 7kg + 1kg(free) @ 720 , not at all bad deal !! sevice is best order on saturday (12th december) evening n on monday(14thdecember) morning i received product !! with good quality packing ..",amzn1.account.AEV4VDKLAZLDQKBR453V4ASPJMJA,max,Amazon India,R38GUGDYE9WASW,5.0 out of 5 stars
106605.0,"Well, at first my cat does not eat it, but i started giving whiskas repeatedly, and it grow fond of it. I LOVED THE PRODUCT. (I mean my cat)Awesome product for your cat. must try out.! it's worth it",amzn1.account.AGP2I42AE3H65Q5Z7N22K3JVWNIA,Deshpande Kaivalya,Amazon India,R3RXO2L5PU1PX1,5.0 out of 5 stars
106606.0,my cats love it. Good quick delivery.,amzn1.account.AGNUVRHYDE6G3ZL6AJ3S2M7YYOOA,Piya,Amazon India,R324TQAT69DZKM,4.0 out of 5 stars
106607.0,I got in very reasonable price ..thanks amazon...,amzn1.account.AHVUJCFNC2XIA7Y3ZZNRUTUECW4Q,reena.,Amazon India,R2SGLO4YV3JR7D,5.0 out of 5 stars
106608.0,Bad stuff royal canin is a better one but bit costly.,amzn1.account.AFX3JRUIRJXBXIY3H252MDDJYWYA,Amazon Customer,Amazon India,R2KZKMX2K3VN54,1.0 out of 5 stars
106609.0,Not goodMy kittens  passed  watery stools after taking  i.t.,amzn1.account.AEBQDZKVKIZGAHTVSI2JQ6FY3VIA,Amazon Customer,Amazon India,RVEL34JTSW02A,1.0 out of 5 stars
106610.0,It's perfect for my cats... they loves it ...just need lots of fresh water should be always available bcz its dry food ! ..Better then drools as per my experience !And Me-o good too but not available in 7kgIn this price range its best for cats,amzn1.account.AFFJU76JYTI3AHS374HMH2Z4UX5Q,Siddharth,Amazon India,R2AT2S9T09E9KJ,5.0 out of 5 stars
106611.0,good,amzn1.account.AFOIDD3SFI6DZLLCVV3MVHEN5N6Q,SANTHANAM,Amazon India,R2R0QA4VQQUAP4,5.0 out of 5 stars
106612.0,Vgood,amzn1.account.AG2ES3FEZI4CIO4P6COLXOS3D2EQ,Mohan Jacob,Amazon India,R17DA3BS0SKQPZ,4.0 out of 5 stars
106613.0,Fine quality in all respect.i recommend it.,amzn1.account.AG5SZCIWX7Y4EEQWRM2UPOK2E4FA,Mahendra K,Amazon India,R14SDIJV8Q4ZIU,5.0 out of 5 stars
106614.0,Delivered within 3 days and its new item. Got it for best price. Only 600!!!! Very nice.,amzn1.account.AH46EJRCQTBRZFH7IZXB6F2EGKAQ,Prakash R,Amazon India,R2U7M6Q9SAPKKT,5.0 out of 5 stars
106615.0,Delivery was late. The product is good.,amzn1.account.AGISIEKCYN5IMZMRJJEYTS6GDJVQ,Amazon Customer,Amazon India,R2DT2ZGVY667QS,4.0 out of 5 stars
106616.0,Fluffy and Drift Loves it,amzn1.account.AEMOWO2BPDUJPHQK7PHBKFFWLBUA,Soniya,Amazon India,R1VW0A59VXRMGZ,5.0 out of 5 stars
106617.0,Totally worth the money(according to the cat),amzn1.account.AGN6KEGFDIIAK3N5GLZHWMAIIALA,Saurabh vashisht,Amazon India,R13C5YAG749PDY,5.0 out of 5 stars
106618.0,It is just awesome except the price. I have 8 cats and they all love it.,amzn1.account.AEC3L5MQKHPNG5U3OFPZDNWURKCQ,Amazon Customer,Amazon India,R39SE0V2M3R0UE,4.0 out of 5 stars
106619.0,"I've a two four months old kitten and they are completely loving it, they both starts jumping when they the packets in my hand it also controlled the hair falling problem they were facing now they have a nice healthy fur and growing very rapidly.",amzn1.account.AGTQRUFXY6HS5NPKFE4RZ6KNG3BQ,Rahul,Amazon India,R3805U130H11KQ,5.0 out of 5 stars
106620.0,This product is very good but this product rate is very costly so please reduce the price last time i am purchase this 7 kg product in Rs 725,amzn1.account.AEYD6XL2NZS4UHCX4LOQS3U73YAQ,deepak mandal,Amazon India,R1FE7WJZPPCVQI,5.0 out of 5 stars
106621.0,My cats love it,amzn1.account.AE5U7FJ4RUNW7P6IWVDJ57RF7HMA,Aaradhna Uppal,Amazon India,R2K5RB4254NSFS,5.0 out of 5 stars
106622.0,It is Nice.,amzn1.account.AG7MBDYALBBOV7RMPC4EV54NJNJA,ankush rana,Amazon India,R2B6LJ4VPRTV2S,4.0 out of 5 stars
106623.0,Overall it is good. .All of my cats loves it.I always buy it from amazon as it is much cheaper here as camparred to store,amzn1.account.AGQBZXFRJ42ZJ6BX4EZ4KNKNPSUA,Tabassum shaikh,Amazon India,RZX1GC35A71I7,4.0 out of 5 stars
106624.0,Gud,amzn1.account.AG7BZQANTDBS2QWMWJGBVIKYQ4LA,Amazon Customer,Amazon India,R2JXUGRDG8JEE8,5.0 out of 5 stars
106625.0,excellent,amzn1.account.AE2ME7YIS2Y4JXKSPOELY6IXKQIA,Amazon Customer,Amazon India,R3D6XZ944RLM4X,5.0 out of 5 stars
106626.0,My furry ball is addicted to it. Good deal.,amzn1.account.AHS65JD27PZQKHNVG5NRYEZZJPMA,Snowy,Amazon India,R1XDBJQ0S0KN8B,5.0 out of 5 stars
106627.0,"worst product ever !! please dont buy!! my 6months old cat liked it but side effects are high, instead of this go for Drools mackerel!! after one month of use.. my cat got hair fall, decentery. so please dont buy !! i got this for 650 for 7kg !! but the product is pathetic",amzn1.account.AGZNYO3WTXXRFMG4EG2UIVGVZBXQ,Kiran S.,Amazon India,R2ZFOQ3VCLTTXZ,1.0 out of 5 stars
106628.0,"I have 4 cats, Lay Bhari service ahe rao, I like so much, mazya cats khup awdine khatat...",amzn1.account.AH4SAT3LMUODF3V5Y6BCKAYUGEYA,Dr. Netake P. A.,Amazon India,R9Q0ZZZ32QP2L,5.0 out of 5 stars
106629.0,"value for money, best product hattsoff",amzn1.account.AGELOKSGPJ23QFN4M4466INJX2QA,yunus yousouf,Amazon India,RQITYPL6NBV1V,5.0 out of 5 stars
106630.0,Good and delivered in time,amzn1.account.AHGP7U2MZ4W7WOC26HML4IL56CUA,Abhishek George,Amazon India,R1KIKANBLWSGAN,4.0 out of 5 stars
106631.0,Value for money,amzn1.account.AGOBWTPONTOXB6I6EBAL6XCLR4SA,Amazon Customer,Amazon India,R2B9QM3DXZNCOF,4.0 out of 5 stars
106632.0,"my cat loves it, best price 625, awesome quick delivery.",amzn1.account.AG6GM6VMUTRJQANJ3NUCAHSXQEQA,Prashant Shalgar,Amazon India,R1G6GK8JXKLVNJ,5.0 out of 5 stars
106633.0,Too good..,amzn1.account.AFGNI6GQLUKTJNM5ZYWK3WXT66UQ,Pooja,Amazon India,RX1P4GXF9ER43,5.0 out of 5 stars
106634.0,NICE,amzn1.account.AHQZTXBXIZAX5CKVAUX6UPHMPK5Q,kumar,Amazon India,R2KMVIT4U2PJC,4.0 out of 5 stars
106635.0,Good product...,amzn1.account.AGLQCEXNCIDSXW45BH2JUZL2XNMA,jay,Amazon India,R1ZK6ZHI0LBVH,4.0 out of 5 stars
106636.0,great product with a great deal. I received the product in time. And packing was amazing. I got the product for rs 725/- . My  cats love it most compared to other products and flavours. since there are 25 cats in my house 7kg is ok for me. and its a great product worth for buying.,amzn1.account.AF66HFAGBWBS35ZMH52TKK57L7MA,devi,Amazon India,R2855FLR0G2X1E,5.0 out of 5 stars
106637.0,best,amzn1.account.AERBWOGYXOFLPMZ54MB3EGYSZXQQ,Amarjeet Gupta,Amazon India,R3ELYK62IQZJH8,5.0 out of 5 stars
106638.0,Decent product and best service from amazon :),amzn1.account.AGUAFP7NG72CN7R46XCMC6KEL7TQ,Akhil,Amazon India,RMTWRIBNSHMVG,4.0 out of 5 stars
106639.0,The 3 kilo push.,amzn1.account.AG7E3QVXA2CL5UGFSTCTVNHTNXHQ,Glenny,Amazon India,R1QWMWMH5S49CK,5.0 out of 5 stars
106640.0,Best quality,amzn1.account.AG7HBKGW35MW64VUVIUBWQNX5VVQ,r k singhal,Amazon India,R3N0071VKOY3JX,5.0 out of 5 stars
106641.0,omg !! this one is a terrific deal:),amzn1.account.AFROF5YA3IJ2SWNQA56TN3WLQ64A,vibha vaman,Amazon India,R18XIQ790BCLLQ,5.0 out of 5 stars
106642.0,my cat absolutely loves it,amzn1.account.AEUQS6WHFBVT34SHGBNTOEFAOZFA,Komal C.,Amazon India,R1FEX7B038WKDE,5.0 out of 5 stars
106643.0,Good product,amzn1.account.AH6B62ND57NKBYK275ST2VM5HPDA,Chinmoy Debnath,Amazon India,R2CX6C9ONB20FF,4.0 out of 5 stars
106644.0,My cat loves it. She is usually very fussy about what she eats but with this she can't resist. At times she keeps staring at the packet and sniffing all over it as if waiting to be fed. It also keeps her full for longer.,amzn1.account.AG5TCFA5B4EAILBRDFF4BFRFYKSQ,Sneha,Amazon India,R26XVZQDJYGYQD,5.0 out of 5 stars
106645.0,i got 7 kg in only 600 rs ...... got a great deal from amazon :),amzn1.account.AFNAYXIFWAGDQWY3WT2D6SS3Y73A,arjun,Amazon India,R70UEMMNHYIFH,5.0 out of 5 stars
106646.0,It was great at the discount offered and my cat absolutely likes it.,amzn1.account.AHLRAK3VZ7EVGXGHXCFWADARCMLQ,ashwin,Amazon India,RNW8TO3B43WAJ,5.0 out of 5 stars
106647.0,"its very bad experience. my kittens hair getting loss, shine also gone n he become agreesive. when i changed his food he got normal. venkeys showcat is best than wishkash. dnt buy this if u love ur cutie.",amzn1.account.AEFNDDEHUGWUYITEI7XWYMD2EMVA,pratibha pisal,Amazon India,R30NMJS15E72FA,1.0 out of 5 stars
106648.0,Its okay not bad...,amzn1.account.AGVE4TZSUMPTILKZKQBKYXTVV2IA,Sunaina,Amazon India,R10SMFWD9SV6VX,3.0 out of 5 stars
106649.0,Looking doe one more with same eare,amzn1.account.AHPDXWKZJA7J5SDLGFNVEQJJYG4Q,Kittoo,Amazon India,R1L77BUYB2T7NF,5.0 out of 5 stars
106650.0,"Great price, neatly packed and delivered on time. Many thanks on behalf of my cats.",amzn1.account.AHAFCBTD7AFFCNSLINDRIEPQHQ6A,Amit Parekh,Amazon India,R2OQVII0RPF9C9,5.0 out of 5 stars
106651.0,got it real cheap too nice cat food my cats love it,amzn1.account.AHNIZ25ENEXIF2VRIJH737XYC6WA,AmazonMonster,Amazon India,R1CZW5DFLK6NGN,5.0 out of 5 stars
106652.0,Awesome product at awesome price..I bought it at lowest price ever...,amzn1.account.AGEDJUQFY7RM444CDFDNYVIFKCWA,Vatsal kataria,Amazon India,RJOQ13JE9D08R,5.0 out of 5 stars
106653.0,very nice product....,amzn1.account.AEILRJBDNBVAPOJV2K6NHT3PO22Q,TANMAY SRIVASTAVA,Amazon India,RNHBMESR6PEV6,5.0 out of 5 stars
106654.0,my cat love it,amzn1.account.AHJV25MQDXOOD7FPISEZU23HTZJA,priya,Amazon India,R1HS513Z53GJHL,4.0 out of 5 stars
106655.0,delivery was on time with proper packing. good product at reasonable price. my cat loves it a lot. love amazon.,amzn1.account.AGVNIE5WI3KWC6TJCYNTMKMMXLEA,gayatri,Amazon India,RSMW51L18D1KS,5.0 out of 5 stars
106656.0,Getting Whiskas 7kg pack at such a massive discounted price of 652Rs is just amazing!! I feed at least 7 cats thrice a day and they all love this. I'm really happy with this deal :-) thank u Amazon for this great deal n great service,amzn1.account.AEFEVNE54XTN2KSY4BUNRZMQRV2Q,Clove,Amazon India,R2EGX0BLIW6O36,5.0 out of 5 stars
106657.0,Received just in two days. Superb performance by Amazon. My cat just love this product . 7kg in this price is really unbelievable. Please give this kind of offer more frequently.,amzn1.account.AHRBEEL7WARKCYY67UEV3GMRCPZA,Sudeshna Mukherjee,Amazon India,R1KS7OTXBY7RE4,5.0 out of 5 stars
106658.0,Very good ietam and pordak,amzn1.account.AGGCFBOJRUZRVNIRX56GR4KK32ZA,manoj kapadiya,Amazon India,R5GE0U0LVA8TB,5.0 out of 5 stars
106659.0,Its good,amzn1.account.AGBBX5INKL2LNUIV2XDL5TSW236A,Muhammad N.,Amazon India,R2QPTL06SKFOTZ,5.0 out of 5 stars
106660.0,good,amzn1.account.AHMO7MUYHCKND4ASKFUNUMTR224Q,santosh,Amazon India,R2QVIYPZY7TMSP,4.0 out of 5 stars
106661.0,"on time, good quality, still wondering i should have been lucky to get this product in such a discounted price",amzn1.account.AGV74DD43OLFNBBDCSBNQYT4PMUQ,Parthasarathy,Amazon India,R3JV36UM591KM8,4.0 out of 5 stars
106662.0,Wow huge bag and no worries for next 6 months,amzn1.account.AGCF5EZ7MQVV3YWDNQDSIUYVJ5ZA,Kishor Padmanabhan,Amazon India,R13HRETXG5I9JP,5.0 out of 5 stars
106663.0,I got a great deal on the 7kg pack for just mere 700+ rupees ..  my cats love whiskas .. lookin forward to more such offers !,amzn1.account.AECRTJXYDFLFPJQKIGQJLS36MK2A,rana,Amazon India,R29CRAOGAPY40P,5.0 out of 5 stars
106664.0,Worth the purchase.,amzn1.account.AFS5JDG6SYKSIXG2CROCV3SX3JGQ,Anthony Rebello,Amazon India,R2JYOMO6JBJSXL,3.0 out of 5 stars
106665.0,The package was damage..,amzn1.account.AHZWO5P4W46RSE4N5QKYH3IHNHPQ,Imran khan,Amazon India,R2K77PCPZW5IHN,3.0 out of 5 stars
106666.0,My cat Max is loving itPrice is out of the worldKeep it up Amazon,amzn1.account.AHYZESMELHTDTMNMRAFUEIOLIPLQ,jerald lobo,Amazon India,RL0FMK85TRJLP,5.0 out of 5 stars
106667.0,Excellent food for My cat,amzn1.account.AELC7HGVNJDZPJH6VE3SRGUPJU6Q,mukesh,Amazon India,RHN3ZRR43M2EC,5.0 out of 5 stars
106668.0,"I am happy with the products, as my fur baby is loving this.",amzn1.account.AG76HKR5NWNIA7U7FDTFV4L6WSCA,Pami Chakraborty,Amazon India,R3Q5CC00SHCFWJ,5.0 out of 5 stars
106669.0,The product in itself is great. My cat loves it over all other types of food I have given him in the past. He likes it over many kinds of wet food also.The packaging in which it is sent is sometimes either a carton box or plastic bag. Depends on the seller I guess.,amzn1.account.AG5KMCXSQNBMFK6UDHX37W5LUTUQ,Juhi R.,Amazon India,R2QQDLF7BVH5DE,5.0 out of 5 stars
106670.0,go for it,amzn1.account.AGXRTVR7XIEETZVFDPZJKRDXIXVA,Rithesh,Amazon India,R1IEIMZMO4FOC2,5.0 out of 5 stars
106671.0,Whiskas is using colour and preservatives. Don't feed them this regularly.,amzn1.account.AGCHIFCANF37SIDHYSNXSTL6CQZA,soumi banerjee,Amazon India,R1EJOL8UTJRKFK,1.0 out of 5 stars
106672.0,Very Good,amzn1.account.AFJJS24KT7O3RUIULCZ27PLSZ2XA,Zainul Syed,Amazon India,R27I9LSFX61NLV,5.0 out of 5 stars
106673.0,Very very nice product my cat was soooo gooood,amzn1.account.AHLIUPILTJ7GPCEF3JMRNE2Q5V5A,prasanna,Amazon India,R1IOV7NYNDRLPF,5.0 out of 5 stars
106674.0,Good!,amzn1.account.AEFLSC5X6BE2GA4UGSAW3TFC2MUQ,Venkata B.,Amazon India,R2AVFQ5NJE9U4S,5.0 out of 5 stars
106675.0,"My cats likes it, i wish Amazon offers more discounts on Whiskas quite oftten!",amzn1.account.AFXL2KM2TAZGMARFFFTELUUDCLRQ,janani,Amazon India,RD9AGVOQUEJCG,5.0 out of 5 stars
106676.0,I liked the very fast delivery !,amzn1.account.AGVPGHFY66KIJSFF52E5O4G2JUJQ,SHANKARKUMAR,Amazon India,R1CBCVLQE2ZZ6W,5.0 out of 5 stars
106677.0,Perfect food for cats...  Offer is best ...Will buy it again,amzn1.account.AEOOR2SIJFVR5C2V2O43Q75BKJVA,P.P. pretty,Amazon India,R3EOX98WX6M14T,5.0 out of 5 stars
106678.0,Excellent pricing and delivered next day.,amzn1.account.AHOLXJHWPWO7AZHJCCX523BOWPRQ,bnsb,Amazon India,R1PU8HU6E5YU34,5.0 out of 5 stars
106679.0,The product is well liked by my cats and the Amazon delivery was quick.,amzn1.account.AER6RYR7RMBMYIJUKXOBOS4QPOOA,New Leaf,Amazon India,R28W625IDYCEVW,5.0 out of 5 stars
106680.0,"Promp and neat delivery ! Only that the 1st I bought this, it was Rs1218, 2nd time, it became 200 more,it made me wonder why such raise!",amzn1.account.AH2NVOXUCPPFZD7FKNF6PGW7HS4Q,Ippui rohatgi,Amazon India,R2NICQBF6X9IHN,4.0 out of 5 stars
106681.0,"The stray cats at my building eat it very happily, but my own pet cats don't eat this much. Hence giving 2 stars. You can consider this review as if written by my pet cats.",amzn1.account.AEUCME3KMX7HYHG5U2AGFV3JLJLA,Nikhil Sharma,Amazon India,RU1HKRS048Y8N,2.0 out of 5 stars
106682.0,Resonable price good one,amzn1.account.AGZ5PQUOUSC5Q5J55XO3LMQGWPYA,venkat,Amazon India,RN2I6ES4QX42W,3.0 out of 5 stars
106683.0,"I bought it for two stray cats which stays in my house and have never seen any fish. But as soon as I opened the package for the first time against one of the cats, it went absolutely mad, it jumped up and down just by the smell.I really wish if I had recorded that moment. So yes Cats loves this product.",amzn1.account.AFKUFRLK3CQUWDEYOWU2NLK3ZVLQ,Divyang Vyas,Amazon India,R2IKG5K6LAL73T,5.0 out of 5 stars
106684.0,cat loves it,amzn1.account.AHGEE772SHBN4HLZORWMUJOH4OQQ,Sharath David,Amazon India,R10SJHAC8D9EHF,5.0 out of 5 stars
106685.0,"We have about 10+ cats ..felt very satisfied with, when they are literally demand this at regular intervals. Excellent service by Amazon and Whiskas as a product.",amzn1.account.AGLVYC62IJNU2NN2MSAXOETGGMGA,Vinod K,Amazon India,R2AK3CUEFZQQFK,5.0 out of 5 stars
106686.0,Our Snowball loves it.,amzn1.account.AFCM5ZTEJJQ74VQYJEWRXJAEZOXA,Sagar,Amazon India,R14GB4G9AUXV9R,5.0 out of 5 stars
106687.0,Ohhh my baby cat Max Eugene loves it. This is the first time I have ordered food for my cat. Whiskas food seems very delicious for my cat he just cant stop eating. He loves the smell of it. My cat is very thin and hope he gains weight after having this healthy food. Amazon delivery was fast and good.,amzn1.account.AELDGWGBCTEXYKDKGF4AHYSEPHIQ,Savitha,Amazon India,R20IOCDD11LYIP,5.0 out of 5 stars
106688.0,Good product,amzn1.account.AFEQ7MCGCBH6PH5WS7WZ5SWLANRQ,Pooja,Amazon India,R2WI5568551RK7,5.0 out of 5 stars
106689.0,Excellent,amzn1.account.AG54OWY4MZK73NUKP6W4ACJVFH3Q,Bhavani Perumal,Amazon India,RC0AN9A57FOZT,5.0 out of 5 stars
106690.0,My cat goes crazy for it!! He loves Whiskas,amzn1.account.AGUTFUQEZIJ5HF7R5RTTETXUMDSA,Gaurav,Amazon India,R3HV8700PGSF18,5.0 out of 5 stars
106691.0,This was a good bargain for Rs.1299/. Plus two free wet pouches of whiskas ocean fish worth Rs.80/-. Now no more in the offer this item.,amzn1.account.AFHN5SM54KHMQU3AWYARTH22WXRA,Geeta G,Amazon India,R1H4TMPCW6CIKP,5.0 out of 5 stars
106692.0,"My cat just loves this dried cat food, she will coming from whichever room she is in, the moment this is taken out.",amzn1.account.AFGS45RFWXA7ZP5DJUN55NM7PM3A,sukumar j,Amazon India,R3R8UBML7UZGN1,5.0 out of 5 stars
106693.0,Our cats are looking for the product daily. Wonderful. Great discount,amzn1.account.AH75J2RPAKWACBAKOLODHXS3YVDA,R Manigandan,Amazon India,R27EWA8QCORW27,5.0 out of 5 stars
106694.0,It was good my cat like it but it is expensive......,amzn1.account.AGRJ3WVEITVMPYITEWROZUHMKNYA,Manmohan soni,Amazon India,R19K7HNZ147BBF,4.0 out of 5 stars
106695.0,"I even feed feral cats with this dry food, They loves it.",amzn1.account.AHRWEFBUSRTZBQOTESHSYNDEBF5A,pranesh,Amazon India,R2Q4ZOUBOGCCJ,4.0 out of 5 stars
106696.0,Great value for the money.The cats simple love it.,amzn1.account.AGNCPTFHFABY4HVVOM4Q7OAIHORA,lynmohan,Amazon India,R1Q7UFJDFZIWYT,4.0 out of 5 stars
106697.0,Very very POOR,amzn1.account.AEJ32B7H2GUPJNDOZVPS3OFETSKA,parag,Amazon India,R3C2Z2UABV8RFF,1.0 out of 5 stars
106698.0,fresh pack delivered in time,amzn1.account.AFZKNHYQ5DUPLFPDUOONXQQIPICQ,PG2710,Amazon India,R1SYXK9CLZJ2B4,4.0 out of 5 stars
106699.0,my cat absolutely adores this,amzn1.account.AEW6JIW3C5DVUV4HYXS2IO7VBHHQ,BH,Amazon India,R3UF2ZK21NK3M6,5.0 out of 5 stars
106700.0,Cats know the box we keep the whiskas and scracthes always for more..,amzn1.account.AHU7QQGQUWXM4B65PQONHC6H6RWQ,Kunal,Amazon India,R2IA8QLROQT5FF,5.0 out of 5 stars
106701.0,its the best....My cats like it so much....,amzn1.account.AGYIH5P4BEBNIUY5S776J3EVWNLQ,sushant,Amazon India,R1DN4JQI3V8SFE,4.0 out of 5 stars
106702.0,"they shoed an offer of 2 wet food pouches free on buying one 3Kg pack, however when you go till the final page only one is hsowing as free. Though this product is priced very well, they should honour what they put on the page.",amzn1.account.AFGI5UNTRELC23KLLNDCDSXICSDQ,Amazon Customer,Amazon India,RGC4QXRRJ0YHP,2.0 out of 5 stars
106703.0,Product and packaging good.,amzn1.account.AFQZ7NBAVJ765FNL7DIXMPPOWSUQ,shibu Das,Amazon India,R2C4SKNRJNNFYJ,5.0 out of 5 stars
106704.0,Yes...,amzn1.account.AH3S3WK5TKG2VE2BIUXF3XNNRZPA,sandhya,Amazon India,R324NBMMU1RJOY,5.0 out of 5 stars
106705.0,I have always fed my visiting cats Whiskas and they just love it.They want no other food! Wish it were not so expensive though!I buy 3kgs as it works out a tad economical.,amzn1.account.AGLCYBGQJ5WBV4CX3BCWAN7YSV6A,jyothi mohan,Amazon India,RVMKRPT58LJU5,5.0 out of 5 stars
